CustomerID,Total_Spend,Average_Order_Value,Median_Order_Value,Maximum_Order_Value,Minimum_Order_Value,Total_Quantity,Average_Quantity,Maximum_Quantity,Minimum_Quantity,Total_Transactions,Unique_Products,Unique_Descriptions,Average_Unit_Price,Maximum_Unit_Price,Minimum_Unit_Price,Countries,First_Purchase,Last_Purchase,Recency,Customer_Lifetime,Spend_per_Transaction,Quantity_per_Transaction,Product_Diversity,Cancellation_Rate
12684,2283.63,21.748857142857144,17.4,93.6,4.5600000000000005,1985,18.904761904761905,144,1,7,61,61,2.5359999999999996,18.0,0.19,1,2011-05-10 12:55:00,2011-12-02 09:53:00,8,205,326.23285714285714,283.57142857142856,8.714285714285714,0.0
12685,2863.08,18.236178343949042,15.0,90.0,5.04,1523,9.700636942675159,36,1,6,117,117,3.0710191082802547,18.0,0.19,1,2011-09-07 10:28:00,2011-11-11 13:46:00,28,65,477.18,253.83333333333334,19.5,0.0
12686,89.14,12.734285714285715,10.08,18.0,8.5,107,15.285714285714286,24,1,1,7,7,3.2585714285714285,18.0,0.42,1,2010-12-03 09:51:00,2010-12-03 09:51:00,372,0,89.14,107.0,7.0,0.0
12688,4873.8099999999995,28.501812865497072,20.0,135.0,2.88,3028,17.707602339181285,100,1,1,171,170,4.124736842105263,125.0,0.06,1,2011-08-18 08:49:00,2011-08-18 08:49:00,114,0,4873.8099999999995,3028.0,171.0,0.0
12689,1247.61,17.327916666666667,15.6,72.0,5.04,628,8.722222222222221,24,2,2,57,57,2.8519444444444444,18.0,0.42,1,2011-08-04 10:04:00,2011-11-14 08:31:00,26,101,623.805,314.0,28.5,0.0
12690,389.01,24.313125,19.799999999999997,54.0,11.5,106,6.625,12,2,1,16,16,5.5268749999999995,18.0,1.65,1,2011-05-18 09:09:00,2011-05-18 09:09:00,206,0,389.01,106.0,16.0,0.0
12691,1035.8,32.36875,18.0,158.39999999999998,7.800000000000001,394,12.3125,96,1,6,21,21,5.0359375,18.0,0.65,1,2010-12-17 14:46:00,2011-11-11 16:49:00,28,329,172.63333333333333,65.66666666666667,3.5,0.0
12693,855.91,21.946410256410257,17.700000000000003,91.80000000000001,6.64,255,6.538461538461538,24,2,4,35,35,5.44025641025641,18.0,0.65,1,2011-01-24 12:58:00,2011-08-04 17:51:00,127,192,213.9775,63.75,8.75,0.3333333333333333
12694,869.67,23.504594594594593,17.4,54.75,4.5600000000000005,509,13.756756756756756,36,2,2,32,32,3.901621621621622,18.0,0.19,1,2011-06-09 17:48:00,2011-09-30 13:06:00,70,112,434.835,254.5,16.0,0.0
12695,582.1,21.55925925925926,16.35,70.8,4.5600000000000005,220,8.148148148148149,36,2,4,23,23,4.785555555555556,8.5,0.19,1,2011-05-13 13:15:00,2011-12-02 13:22:00,7,203,145.525,55.0,5.75,0.0
12697,957.59,23.355853658536585,17.4,80.0,7.9,508,12.390243902439025,72,1,3,37,37,5.027560975609756,40.0,0.39,1,2011-06-23 15:44:00,2011-11-11 08:47:00,29,140,319.19666666666666,169.33333333333334,12.333333333333334,0.4
12700,4939.99,18.432798507462685,15.45,126.0,2.88,2967,11.07089552238806,48,1,4,193,194,2.6198880597014926,18.0,0.12,1,2011-05-08 16:10:00,2011-12-02 10:47:00,8,207,1234.9975,741.75,48.25,0.3333333333333333
12701,797.71,15.051132075471699,14.850000000000001,36.0,3.3600000000000003,678,12.79245283018868,36,1,2,50,50,3.0907547169811322,18.0,0.14,1,2011-04-11 13:02:00,2011-09-21 10:47:00,80,162,398.855,339.0,25.0,0.0
12702,219.0,18.25,17.775000000000002,25.200000000000003,14.850000000000001,53,4.416666666666667,12,1,1,12,12,5.441666666666666,18.0,2.1,1,2011-11-20 10:36:00,2011-11-20 10:36:00,20,0,219.0,53.0,12.0,0.0
12703,283.55,13.502380952380953,14.5,25.200000000000003,4.2,164,7.809523809523809,12,1,1,21,21,2.638095238095238,18.0,0.85,1,2011-09-29 17:52:00,2011-09-29 17:52:00,71,0,283.55,164.0,21.0,0.5
12704,2340.84,26.600454545454546,19.799999999999997,200.0,5.0,1006,11.431818181818182,72,1,8,64,64,6.428409090909091,40.0,0.29,1,2011-06-23 10:20:00,2011-12-02 13:15:00,7,162,292.605,125.75,8.0,0.2
12705,6868.29,20.56374251497006,16.5,162.0,2.88,3997,11.967065868263473,80,1,9,228,229,2.8610179640718565,18.0,0.06,1,2010-12-17 15:58:00,2011-11-24 13:17:00,15,341,763.1433333333333,444.1111111111111,25.333333333333332,1.0
12707,603.42,18.285454545454545,12.75,68.0,5.04,256,7.757575757575758,12,2,1,33,33,3.236666666666667,12.75,0.42,1,2011-02-21 08:38:00,2011-02-21 08:38:00,292,0,603.42,256.0,33.0,0.0
12708,2712.91,17.27968152866242,15.299999999999999,53.1,6.8,1307,8.32484076433121,25,1,10,86,86,4.316433121019108,18.0,0.42,1,2010-12-06 10:43:00,2011-11-10 09:52:00,30,338,271.291,130.7,8.6,1.0625
12709,9736.52,46.81019230769231,30.0,350.4,0.83,3936,18.923076923076923,60,1,15,93,93,3.3240865384615383,18.0,0.21,1,2010-12-08 09:49:00,2011-11-24 15:38:00,15,351,649.1013333333334,262.4,6.2,1.8846153846153846
12710,1149.02,14.922337662337663,14.850000000000001,72.0,5.04,851,11.051948051948052,36,1,3,75,75,2.718441558441558,18.0,0.29,1,2011-05-22 14:05:00,2011-09-04 12:00:00,97,104,383.00666666666666,283.6666666666667,25.0,0.5
12712,4396.13,33.053609022556394,25.0,142.8,8.25,1062,7.984962406015038,36,1,13,58,58,6.379924812030075,25.0,0.42,1,2010-12-03 14:30:00,2011-11-11 08:19:00,29,342,338.1638461538462,81.6923076923077,4.461538461538462,0.5294117647058824
12713,848.55,22.330263157894734,18.2,71.69999999999999,5.04,508,13.368421052631579,25,3,1,38,38,2.503421052631579,18.0,0.42,1,2011-12-09 12:16:00,2011-12-09 12:16:00,1,0,848.55,508.0,38.0,0.0
12714,4708.86,18.18092664092664,15.299999999999999,108.0,2.2800000000000002,3069,11.849420849420849,96,1,5,216,217,2.391891891891892,18.0,0.12,1,2011-02-18 10:53:00,2011-11-30 15:43:00,9,285,941.7719999999999,613.8,43.2,0.0
12715,353.86,16.85047619047619,10.5,80.0,6.959999999999999,197,9.380952380952381,24,2,1,20,20,3.401904761904762,40.0,0.29,1,2011-08-25 15:22:00,2011-08-25 15:22:00,106,0,353.86,197.0,20.0,0.0
12716,1053.49,15.267971014492753,15.0,54.0,6.8,708,10.26086956521739,36,2,2,60,60,2.665797101449275,18.0,0.19,1,2011-07-29 13:28:00,2011-12-06 08:55:00,4,129,526.745,354.0,30.0,0.0
12717,1030.98,18.74509090909091,15.0,100.0,4.5600000000000005,506,9.2,24,1,2,49,49,4.670000000000001,50.0,0.19,1,2011-04-08 10:32:00,2011-07-11 14:47:00,151,94,515.49,253.0,24.5,0.3333333333333333
12718,238.25,12.539473684210526,12.600000000000001,36.0,4.5600000000000005,203,10.68421052631579,24,2,1,19,19,2.7221052631578946,18.0,0.19,1,2011-09-29 16:38:00,2011-09-29 16:38:00,71,0,238.25,203.0,19.0,0.0
12719,644.95,16.53717948717949,15.0,37.5,8.5,374,9.58974358974359,24,2,2,34,34,3.644871794871795,18.0,0.55,1,2011-10-05 14:50:00,2011-12-04 13:45:00,5,59,322.475,187.0,17.0,1.0
12720,5781.73,16.332570621468925,14.97,108.0,4.5600000000000005,4672,13.19774011299435,144,1,25,211,217,2.701581920903955,18.0,0.19,1,2010-12-05 15:21:00,2011-12-07 08:03:00,3,366,231.26919999999998,186.88,8.44,0.1724137931034483
12721,2656.13,16.497701863354038,15.0,72.0,2.88,1959,12.167701863354038,50,1,6,133,134,3.069751552795031,18.0,0.06,1,2010-12-20 11:38:00,2011-11-08 12:13:00,32,323,442.68833333333333,326.5,22.166666666666668,0.42857142857142855
12722,997.63,18.82320754716981,15.0,81.6,4.5600000000000005,566,10.679245283018869,32,1,4,50,50,3.6201886792452833,18.0,0.19,1,2011-07-12 11:55:00,2011-09-15 14:50:00,85,65,249.4075,141.5,12.5,0.6666666666666666
12723,725.07,10.508260869565218,5.9,61.199999999999996,1.65,434,6.2898550724637685,36,1,5,53,53,3.2023188405797103,18.0,0.39,1,2011-10-05 15:52:00,2011-12-06 10:19:00,4,61,145.014,86.8,10.6,0.0
12724,1031.41,19.460566037735852,16.6,54.0,8.5,445,8.39622641509434,24,1,4,47,48,3.721132075471698,18.0,0.83,1,2011-01-11 15:00:00,2011-12-04 16:02:00,5,327,257.8525,111.25,11.75,0.0
12725,427.8,17.825,17.0,56.0,9.899999999999999,164,6.833333333333333,24,2,1,24,24,4.104166666666667,28.0,0.65,1,2010-12-03 15:45:00,2010-12-03 15:45:00,371,0,427.8,164.0,24.0,0.0
12726,2609.1,21.041129032258063,18.0,54.0,6.72,3143,25.346774193548388,192,1,7,57,57,2.106693548387097,18.0,0.19,1,2010-12-17 12:56:00,2011-11-11 13:35:00,28,329,372.7285714285714,449.0,8.142857142857142,0.0
12727,3980.7,28.638129496402875,19.799999999999997,183.60000000000002,4.5600000000000005,2098,15.093525179856115,80,1,7,109,109,3.2171223021582733,18.0,0.06,1,2011-01-23 15:17:00,2011-11-29 11:46:00,11,309,568.6714285714286,299.7142857142857,15.571428571428571,0.2222222222222222
12728,836.33,18.18108695652174,15.9,40.8,5.04,419,9.108695652173912,48,1,4,38,38,4.669347826086956,18.0,0.42,1,2011-01-11 13:31:00,2011-09-29 15:31:00,71,261,209.0825,104.75,9.5,0.0
12729,453.01,17.423461538461538,17.150000000000002,36.0,8.5,233,8.961538461538462,24,2,1,26,26,3.701538461538462,18.0,0.42,1,2011-08-18 11:40:00,2011-08-18 11:40:00,114,0,453.01,233.0,26.0,0.0
12731,18895.91,68.96317518248175,50.400000000000006,475.20000000000005,5.04,8437,30.791970802919707,160,3,12,109,109,3.346167883211679,18.0,0.39,1,2010-12-10 10:56:00,2011-11-16 11:59:00,24,341,1574.6591666666666,703.0833333333334,9.083333333333334,0.21428571428571427
12732,236.26000000000002,19.688333333333336,15.610000000000001,40.0,6.8,111,9.25,32,1,1,12,12,3.5225000000000004,18.0,0.85,1,2011-06-13 11:33:00,2011-06-13 11:33:00,180,0,236.26000000000002,111.0,12.0,0.0
12733,383.95,17.452272727272728,15.149999999999999,76.5,1.25,137,6.2272727272727275,36,1,1,22,22,3.372727272727273,12.75,0.85,1,2011-04-19 16:19:00,2011-04-19 16:19:00,234,0,383.95,137.0,22.0,0.0
12734,110.39999999999999,27.599999999999998,27.599999999999998,46.8,8.4,88,22.0,24,20,1,4,4,1.185,1.95,0.42,1,2010-12-22 12:47:00,2010-12-22 12:47:00,353,0,110.39999999999999,88.0,4.0,0.0
12735,779.5699999999999,18.12953488372093,15.0,54.0,6.959999999999999,368,8.55813953488372,24,1,2,38,38,5.416279069767441,18.0,0.29,1,2011-01-06 14:26:00,2011-01-28 13:37:00,315,21,389.78499999999997,184.0,19.0,0.0
12736,234.0,58.5,48.599999999999994,90.0,46.8,173,43.25,120,5,1,4,4,5.58,18.0,0.42,1,2011-01-11 07:57:00,2011-01-11 07:57:00,333,0,234.0,173.0,4.0,0.0
12738,155.35,14.122727272727273,13.200000000000001,19.799999999999997,9.95,148,13.454545454545455,24,1,1,11,11,3.95,18.0,0.55,1,2010-12-02 18:27:00,2010-12-02 18:27:00,372,0,155.35,148.0,11.0,0.0
12739,1013.04,26.658947368421053,19.799999999999997,153.0,3.4799999999999995,486,12.789473684210526,36,1,2,38,38,4.008421052631578,37.5,0.29,1,2011-09-01 17:45:00,2011-09-22 13:00:00,78,20,506.52,243.0,19.0,0.0
12740,427.6,15.837037037037037,15.299999999999999,34.0,7.800000000000001,342,12.666666666666666,40,2,1,27,27,2.074074074074074,8.5,0.55,1,2011-10-07 10:44:00,2011-10-07 10:44:00,64,0,427.6,342.0,27.0,0.0
12743,546.43,4.077835820895522,2.75,22.5,0.19,319,2.3805970149253732,25,1,2,114,114,3.038582089552239,16.95,0.19,1,2011-07-28 16:06:00,2011-07-28 16:21:00,134,0,273.215,159.5,57.0,0.0
12744,21279.29,95.85265765765766,36.75,3949.32,2.34,5241,23.60810810810811,288,1,7,178,179,58.33328828828829,3949.32,0.19,1,2011-01-25 13:26:00,2011-10-19 11:18:00,52,266,3039.8985714285714,748.7142857142857,25.428571428571427,0.7
12747,4196.01,40.737961165048546,20.8,243.0,10.2,1275,12.37864077669903,48,1,11,42,43,4.3678640776699025,15.95,0.85,1,2010-12-05 15:38:00,2011-12-07 14:34:00,2,366,381.4554545454546,115.9090909090909,3.8181818181818183,0.0
12748,33719.73,7.338352557127313,3.35,850.5,0.06,25747,5.603264417845484,576,1,209,1768,1778,2.656278563656148,850.5,0.04,1,2010-12-01 12:48:00,2011-12-09 12:20:00,1,372,161.3384210526316,123.19138755980862,8.45933014354067,0.2062780269058296
12749,4090.88,20.55718592964824,17.4,114.75,6.64,1471,7.391959798994975,75,1,5,160,162,4.999949748743719,50.0,0.39,1,2011-05-10 15:25:00,2011-12-06 09:56:00,4,209,818.176,294.2,32.0,4.0
12750,275.88,18.392,16.5,40.68,10.5,137,9.133333333333333,25,2,1,15,15,4.62,11.95,0.42,1,2011-08-03 09:13:00,2011-08-03 09:13:00,129,0,275.88,137.0,15.0,0.0
12752,4366.78,82.3920754716981,61.199999999999996,270.0,13.200000000000001,2262,42.679245283018865,100,2,1,53,53,2.2941509433962266,8.5,0.29,1,2011-09-19 13:32:00,2011-09-19 13:32:00,81,0,4366.78,2262.0,53.0,0.0
12753,21429.39,108.77862944162436,100.80000000000001,429.59999999999997,15.299999999999999,11421,57.974619289340104,192,6,6,132,133,2.3373604060913706,14.95,0.29,1,2010-12-12 11:44:00,2011-11-17 10:52:00,23,339,3571.565,1903.5,22.0,3.0
12754,3010.74,47.78952380952381,1.25,417.59999999999997,0.29,6481,102.87301587301587,576,1,3,49,49,1.125079365079365,3.75,0.21,1,2011-02-04 10:31:00,2011-04-18 09:00:00,236,72,1003.5799999999999,2160.3333333333335,16.333333333333332,0.4
12755,3811.95,952.9875,7.949999999999999,3794.3999999999996,1.65,1491,372.75,1488,1,2,4,4,5.0249999999999995,9.95,1.65,1,2010-12-09 10:44:00,2011-03-04 12:42:00,281,85,1905.975,745.5,2.0,0.5
12756,112.07999999999998,28.019999999999996,20.4,61.199999999999996,10.08,144,36.0,72,24,1,4,4,0.7424999999999999,0.85,0.42,1,2011-09-14 09:31:00,2011-09-14 09:31:00,87,0,112.07999999999998,144.0,4.0,0.0
12757,7857.1,21.178167115902966,5.1,1241.98,0.29,2402,6.474393530997305,40,1,13,237,239,11.912641509433962,1241.98,0.12,1,2011-05-12 19:01:00,2011-11-24 12:30:00,16,195,604.3923076923077,184.76923076923077,18.23076923076923,0.3157894736842105
12758,2791.59,28.779278350515465,20.8,66.0,5.04,2135,22.010309278350515,72,2,2,84,84,1.700618556701031,7.95,0.42,1,2011-03-08 12:05:00,2011-08-15 10:22:00,117,159,1395.795,1067.5,42.0,0.0
12759,1531.44,16.12042105263158,15.0,45.0,5.04,902,9.494736842105263,36,1,3,81,81,3.2154736842105267,16.95,0.42,1,2011-03-09 08:09:00,2011-10-18 14:49:00,52,223,510.48,300.6666666666667,27.0,0.0
12762,1898.52,27.51478260869565,17.4,140.0,4.68,1227,17.782608695652176,120,2,2,62,62,2.736086956521739,28.0,0.39,1,2011-11-14 14:23:00,2011-12-02 10:23:00,8,17,949.26,613.5,31.0,0.0
12763,494.08,27.448888888888888,17.79,87.0,5.04,316,17.555555555555557,60,6,2,16,16,1.7716666666666667,4.25,0.42,1,2010-12-05 15:46:00,2011-07-24 14:12:00,138,230,247.04,158.0,8.0,0.0
12764,1693.88,37.64177777777778,31.6,153.0,10.2,386,8.577777777777778,24,2,1,45,45,5.387555555555555,14.95,0.55,1,2011-01-27 10:19:00,2011-01-27 10:19:00,317,0,1693.88,386.0,45.0,0.0
12766,6989.63,22.547193548387096,17.700000000000003,168.0,3.4799999999999995,3646,11.761290322580646,96,1,7,205,205,3.070806451612903,28.0,0.21,1,2010-12-08 13:53:00,2011-12-06 08:46:00,4,362,998.5185714285715,520.8571428571429,29.285714285714285,0.0
12769,1143.6,35.7375,19.65,175.2,15.0,356,11.125,24,2,1,32,32,4.45625,10.95,0.85,1,2011-04-15 10:25:00,2011-04-15 10:25:00,239,0,1143.6,356.0,32.0,0.0
12770,1351.45,112.62083333333334,82.5,318.0,69.12,743,61.916666666666664,96,19,1,12,12,2.625,8.95,0.72,1,2011-05-13 09:33:00,2011-05-13 09:33:00,211,0,1351.45,743.0,12.0,0.0
12772,892.47,16.226727272727274,12.75,140.0,3.4799999999999995,556,10.10909090909091,25,1,1,55,55,3.7007272727272724,28.0,0.29,1,2011-10-11 09:19:00,2011-10-11 09:19:00,60,0,892.47,556.0,55.0,0.0
12775,1386.04,21.00060606060606,18.75,59.4,7.9,877,13.287878787878787,36,1,5,47,48,3.880606060606061,16.95,0.39,1,2011-02-01 13:45:00,2011-11-22 16:33:00,17,294,277.20799999999997,175.4,9.4,0.16666666666666666
12778,822.23,16.4446,15.0,54.0,5.04,825,16.5,108,1,6,40,40,3.5094,18.0,0.21,1,2011-01-31 14:35:00,2011-11-20 11:30:00,20,292,137.03833333333333,137.5,6.666666666666667,0.14285714285714285
12779,3981.36,26.72053691275168,19.9,102.0,8.4,2024,13.583892617449665,72,2,8,88,89,3.6543624161073827,12.75,0.19,1,2010-12-03 13:40:00,2011-11-02 11:43:00,38,333,497.67,253.0,11.0,0.8333333333333334
12781,826.74,33.0696,31.200000000000003,70.80000000000001,10.08,671,26.84,72,1,2,25,25,3.1308,40.0,0.29,1,2011-02-28 08:43:00,2011-10-07 10:37:00,64,221,413.37,335.5,12.5,1.0
12782,2330.92,22.630291262135923,17.0,112.0,4.68,1086,10.54368932038835,50,1,5,81,82,3.805436893203883,28.0,0.29,1,2010-12-17 11:30:00,2011-12-05 09:16:00,5,352,466.184,217.2,16.2,0.6666666666666666
12783,2225.91,26.49892857142857,16.5,339.02,2.88,624,7.428571428571429,48,1,6,76,76,12.22857142857143,339.02,0.12,1,2011-09-25 15:35:00,2011-12-07 15:56:00,2,73,370.98499999999996,104.0,12.666666666666666,0.25
12784,574.42,9.73593220338983,6.6,56.0,0.55,300,5.084745762711864,25,1,2,54,54,2.8015254237288136,28.0,0.42,1,2011-11-24 12:53:00,2011-11-30 15:38:00,9,6,287.21,150.0,27.0,0.0
12785,311.95,22.282142857142855,19.5,56.0,12.5,131,9.357142857142858,20,1,1,14,14,4.828571428571428,28.0,1.25,1,2010-12-10 13:48:00,2010-12-10 13:48:00,364,0,311.95,131.0,14.0,0.5
12787,463.66,23.183,18.9,62.400000000000006,10.08,261,13.05,30,1,3,17,17,3.998,15.0,0.42,1,2011-05-31 09:36:00,2011-11-30 08:44:00,10,182,154.55333333333334,87.0,5.666666666666667,0.0
12789,91.85,22.9625,18.45,39.95,15.0,4,1.0,1,1,1,4,4,22.9625,39.95,15.0,1,2011-10-05 13:34:00,2011-10-05 13:34:00,65,0,91.85,4.0,4.0,0.0
12790,324.92,15.472380952380954,13.0,39.8,5.04,166,7.904761904761905,24,2,1,21,21,3.948571428571429,15.0,0.42,1,2011-05-31 14:14:00,2011-05-31 14:14:00,192,0,324.92,166.0,21.0,0.0
12791,192.60000000000002,96.30000000000001,96.30000000000001,177.60000000000002,15.0,97,48.5,96,1,1,2,2,8.425,15.0,1.85,1,2010-12-01 11:27:00,2010-12-01 11:27:00,374,0,192.60000000000002,97.0,2.0,0.0
12792,400.53999999999996,16.0216,15.0,56.0,5.04,217,8.68,25,1,1,25,25,3.5096,28.0,0.42,1,2011-03-28 11:36:00,2011-03-28 11:36:00,257,0,400.53999999999996,217.0,25.0,0.0
12793,545.48,22.728333333333335,16.75,66.0,8.5,295,12.291666666666666,40,1,2,21,21,3.91,28.0,0.85,1,2010-12-03 15:14:00,2011-01-09 12:12:00,335,36,272.74,147.5,10.5,0.0
12794,860.41,19.12022222222222,17.34,59.400000000000006,2.88,592,13.155555555555555,36,2,2,43,43,2.077111111111111,9.95,0.12,1,2011-09-02 12:01:00,2011-10-17 14:54:00,53,45,430.205,296.0,21.5,0.0
12795,430.48,30.74857142857143,19.799999999999997,112.0,12.48,68,4.857142857142857,12,2,1,14,14,7.695,28.0,1.65,1,2011-11-21 10:27:00,2011-11-21 10:27:00,19,0,430.48,68.0,14.0,0.0
12797,254.03,19.540769230769232,15.0,35.7,10.08,118,9.076923076923077,24,1,1,13,13,5.143846153846154,28.0,0.42,1,2010-12-09 10:55:00,2010-12-09 10:55:00,366,0,254.03,118.0,13.0,1.3333333333333333
12798,6977.04,872.13,329.76,3651.6,69.12,5256,657.0,2040,96,3,6,6,1.0474999999999999,1.79,0.36,1,2011-06-22 10:11:00,2011-11-29 15:52:00,10,160,2325.68,1752.0,2.0,0.0
12802,427.58,17.1032,16.5,35.7,5.04,314,12.56,24,2,1,25,25,2.52,15.0,0.42,1,2011-06-06 09:36:00,2011-06-06 09:36:00,187,0,427.58,314.0,25.0,0.5
12808,483.65000000000003,17.273214285714285,16.55,28.0,9.95,188,6.714285714285714,12,1,3,27,27,4.0460714285714285,28.0,1.25,1,2010-12-06 10:27:00,2011-11-03 10:05:00,37,331,161.21666666666667,62.666666666666664,9.0,0.0
12809,489.31,19.572400000000002,17.4,84.0,4.68,220,8.8,24,2,1,25,25,4.4092,28.0,0.39,1,2011-06-15 10:51:00,2011-06-15 10:51:00,178,0,489.31,220.0,25.0,0.5
12811,514.85,16.608064516129033,16.5,29.5,1.0,230,7.419354838709677,36,1,3,27,27,4.12258064516129,28.0,0.65,1,2011-02-28 15:39:00,2011-03-24 09:42:00,261,23,171.61666666666667,76.66666666666667,9.0,0.0
12812,229.64000000000001,15.309333333333335,15.0,31.6,6.64,164,10.933333333333334,24,4,1,15,15,2.0686666666666667,4.25,0.55,1,2011-10-26 09:54:00,2011-10-26 09:54:00,45,0,229.64000000000001,164.0,15.0,0.0
12814,125.92,62.96,62.96,85.92,40.0,49,24.5,48,1,1,2,2,20.895,40.0,1.79,1,2011-08-30 12:11:00,2011-08-30 12:11:00,102,0,125.92,49.0,2.0,0.0
12815,1063.46,22.6268085106383,17.4,120.0,8.4,379,8.063829787234043,30,2,2,38,38,5.401489361702128,40.0,0.42,1,2011-05-25 13:34:00,2011-07-15 10:21:00,148,50,531.73,189.5,19.0,0.0
12816,572.2,19.731034482758623,16.5,80.0,8.5,128,4.413793103448276,12,1,2,27,27,8.832758620689654,40.0,0.85,1,2011-06-16 13:24:00,2011-09-05 12:41:00,96,80,286.1,64.0,13.5,0.0
12817,166.04,41.51,39.8,59.400000000000006,27.04,53,13.25,24,1,1,4,4,12.0725,40.0,1.65,1,2011-03-03 16:28:00,2011-03-03 16:28:00,281,0,166.04,53.0,4.0,0.0
12818,1542.08,110.14857142857143,59.8,360.0,10.2,929,66.35714285714286,288,4,1,14,14,6.755,40.0,0.36,1,2011-03-23 12:06:00,2011-03-23 12:06:00,262,0,1542.08,929.0,14.0,1.0
12820,942.34,15.97186440677966,15.0,37.800000000000004,6.959999999999999,722,12.23728813559322,48,4,4,55,55,1.9047457627118642,4.95,0.29,1,2011-01-17 12:34:00,2011-12-06 15:12:00,3,323,235.585,180.5,13.75,0.0
12821,92.72,15.453333333333333,16.3,19.92,10.2,70,11.666666666666666,24,2,1,6,6,2.4983333333333335,8.5,0.65,1,2011-05-09 15:51:00,2011-05-09 15:51:00,214,0,92.72,70.0,6.0,0.0
12822,948.88,20.62782608695652,16.75,102.0,6.959999999999999,550,11.956521739130435,48,2,2,41,41,2.692608695652174,14.95,0.29,1,2011-09-13 13:46:00,2011-09-30 10:04:00,71,16,474.44,275.0,20.5,0.3333333333333333
12823,1759.5,351.9,306.0,535.5,229.5,230,46.0,70,30,5,1,1,7.65,7.65,7.65,1,2011-02-16 12:15:00,2011-09-26 07:35:00,75,221,351.9,46.0,0.2,0.0
12824,397.12,15.8848,15.0,47.7,5.04,232,9.28,16,2,1,25,25,2.5356,8.25,0.42,1,2011-10-11 12:49:00,2011-10-11 12:49:00,60,0,397.12,232.0,25.0,0.0
12826,1474.72,16.205714285714286,16.5,35.400000000000006,4.5600000000000005,1058,11.626373626373626,48,1,7,58,59,1.9276923076923078,7.5,0.19,1,2010-12-09 15:21:00,2011-12-07 10:25:00,3,362,210.67428571428573,151.14285714285714,8.285714285714286,0.375
12827,430.15000000000003,17.206000000000003,15.0,44.550000000000004,5.04,197,7.88,12,3,3,19,19,2.8680000000000003,4.95,0.42,1,2011-10-26 15:44:00,2011-12-04 12:17:00,6,38,143.38333333333335,65.66666666666667,6.333333333333333,0.0
12828,1018.71,18.19125,17.145,45.9,1.0,494,8.821428571428571,24,1,6,46,46,3.09,16.95,0.39,1,2011-08-01 16:16:00,2011-12-07 08:45:00,3,127,169.785,82.33333333333333,7.666666666666667,0.0
12829,293.0,26.636363636363637,15.9,79.9,11.4,376,34.18181818181818,120,1,2,9,9,10.368181818181817,39.95,0.19,1,2010-12-14 14:54:00,2011-01-07 11:13:00,337,23,146.5,188.0,4.5,0.3333333333333333
12830,6814.64,179.33263157894737,186.12,587.52,51.84,9848,259.1578947368421,864,72,6,13,13,1.0863157894736843,2.62,0.27,1,2011-06-21 10:53:00,2011-11-02 11:54:00,38,134,1135.7733333333333,1641.3333333333333,2.1666666666666665,0.14285714285714285
12831,215.05,23.894444444444446,20.650000000000002,42.0,15.0,135,15.0,36,2,1,9,9,3.066666666666667,12.75,0.85,1,2011-03-22 13:02:00,2011-03-22 13:02:00,262,0,215.05,135.0,9.0,0.0
12832,383.03,14.186296296296295,15.0,19.8,2.9,195,7.222222222222222,12,2,2,27,27,2.928888888888889,8.25,0.85,1,2011-09-02 13:48:00,2011-11-07 13:30:00,32,65,191.515,97.5,13.5,0.0
12833,417.38,17.390833333333333,16.675,27.04,9.95,156,6.5,24,1,1,24,24,5.44125,14.95,0.42,1,2011-07-17 13:46:00,2011-07-17 13:46:00,145,0,417.38,156.0,24.0,0.0
12834,312.38,17.354444444444443,15.9,25.200000000000003,11.9,110,6.111111111111111,16,2,1,18,18,4.893888888888889,7.95,0.85,1,2011-03-02 09:49:00,2011-03-02 09:49:00,283,0,312.38,110.0,18.0,0.0
12836,2612.86,14.930628571428572,10.5,84.14999999999999,0.85,1064,6.08,36,1,4,148,148,4.287828571428571,16.95,0.29,1,2011-02-01 11:19:00,2011-10-11 15:10:00,59,252,653.215,266.0,37.0,0.0
12837,134.1,11.174999999999999,8.4,25.5,3.9,24,2.0,4,1,1,12,12,6.745833333333334,16.95,1.65,1,2011-06-19 16:07:00,2011-06-19 16:07:00,173,0,134.1,24.0,12.0,0.0
12838,683.13,5.55390243902439,4.15,35.400000000000006,0.42,359,2.9186991869918697,12,1,2,115,116,2.3197560975609757,16.95,0.29,1,2010-12-01 11:57:00,2011-11-06 12:20:00,34,340,341.565,179.5,57.5,0.0
12839,5591.42,17.80707006369427,17.4,70.80000000000001,2.98,3807,12.124203821656051,48,1,14,95,98,1.9202229299363058,12.75,0.42,1,2010-12-07 15:48:00,2011-12-07 12:33:00,3,364,399.38714285714286,271.92857142857144,6.785714285714286,0.125
12840,2726.77,24.13070796460177,20.8,59.0,9.959999999999999,1511,13.371681415929203,24,2,4,67,67,2.035486725663717,5.95,0.65,1,2011-04-27 12:21:00,2011-07-19 09:29:00,144,82,681.6925,377.75,16.75,0.5
12841,4022.35,9.577023809523808,5.95,107.28,0.42,2757,6.564285714285714,72,1,25,229,230,2.395166666666667,16.95,0.19,1,2010-12-03 10:43:00,2011-12-05 11:13:00,5,367,160.894,110.28,9.16,0.7307692307692307
